text,created_at,retweet_count,favorite_count,is_retweet
Congressman @DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio! He is Tough on Crime our Border Second Amendment and helps us Combat Illegal Drugs! David has my Complete and Total Endorsement! https://t.co/ODAEpPur3W,4/23/2020 23:27,6680,25492,FALSE
Congressman @BradWenstrup is doing a tremendous job for the People of Ohio! He’s a proud Veteran and is Strong on the Border Tough on Crime the Second Amendment and Supports Small Business. Brad has my Complete and Total Endorsement!https://t.co/ZyXELSEZeA,4/23/2020 23:26,6724,25061,FALSE
....My co-chair in Utah and a really great guy. Sean has my Complete and Total Endorsement!,4/23/2020 23:21,5849,29079,FALSE
Utah Attorney General Sean Reyes (@SeanReyesUT) is a fighter and hard worker for the Great State of Utah. He is a big supporter of our #MAGA Agenda – Strong on Crime the Second Amendment and Loves our Law Enforcement....,4/23/2020 23:21,9017,41505,FALSE
Congressman John Curtis (@CurtisUT) gets things done for Utah! John fights for Small Businesses will Lower your Taxes and will protect your Second Amendment. He has my Complete and Total Endorsement!,4/23/2020 23:20,8759,38201,FALSE
....He’s 100% pro-life strong on #2A and Loves our Military and Vets. Chris has my Complete and Total Endorsement! https://t.co/7w8Ayt5Bsq,4/23/2020 23:19,5795,23631,FALSE
Congressman Chris Stewart (@StewartforUtah) is a tremendous fighter for Utah. He served our Country in the U.S. Air Force and has been a strong supporter of our #MAGA Agenda....,4/23/2020 23:19,7488,32112,FALSE
Congressman Warren Davidson (@Vote_Davidson) is working very hard for the people of Ohio! He’s a strong supporter of our Military Vets Second Amendment and #MAGA Agenda. Warren has my Complete and Total Endorsement! https://t.co/HxdSylWL2c,4/23/2020 23:17,6246,23967,FALSE
....Bill has my Complete and Total Endorsement! https://t.co/Dmso0XmeYl,4/23/2020 23:15,4731,19247,FALSE
Congressman Bill Johnson (@JohnsonLeads) is an incredible fighter for the Great State of Ohio! He’s a proud Veteran and a hard worker who Cares for our Veterans Supports Small Business and is Strong on the Border and Second Amendment....,4/23/2020 23:15,9287,40708,FALSE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/dCllm9QbNQ,4/23/2020 21:48,6235,0,TRUE
I will be having a White House Press Conference today at 5:45 P.M. Thank you!,4/23/2020 20:53,13476,100612,FALSE
https://t.co/iPon70Z1yW,4/23/2020 15:14,9215,36983,FALSE
https://t.co/cT7EDnDUYo,4/23/2020 15:14,11590,47628,FALSE
https://t.co/R3mSfNIeC6,4/23/2020 15:13,19501,89147,FALSE
Fully signed and ready to go! https://t.co/MdpgII3kuq,4/23/2020 12:19,19395,89296,FALSE
RT @realDonaldTrump: It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media…,4/23/2020 12:18,62927,0,TRUE
RT @realDonaldTrump: 96% Approval Rating in the Republican Party. Thank you! This must also mean that most importantly we are doing a goo…,4/23/2020 12:17,35722,0,TRUE
Please study this closely. We saved many lives with our fast action on CoronaVirus! https://t.co/IKtkciXEEO,4/23/2020 12:16,25450,83752,FALSE
RT @TeamTrump: Harvard University says President @realDonaldTrump is RIGHT that it would not have been appropriate for them to receive fund…,4/23/2020 12:14,6360,0,TRUE
We did it once we will quickly do it a second time! https://t.co/iSHk0JIMSV,4/23/2020 12:14,25104,128990,FALSE
RT @TeamTrump: President @realDonaldTrump announced that the @BlueAngels &amp; @AFThunderbirds will be performing air shows across America in t…,4/23/2020 12:13,5626,0,TRUE
RT @WhiteHouse: President @realDonaldTrump just signed a proclamation temporarily suspending immigration into the United States.This will…,4/23/2020 12:12,7272,0,TRUE
RT @WhiteHouse: President @realDonaldTrump is suspending new immigrant visas to put American communities and workers FIRST as we move towar…,4/23/2020 12:12,7639,0,TRUE
Thank you to Harvard and all others! https://t.co/UH15FJ5SqV,4/23/2020 12:12,8853,46614,FALSE
RT @GOPChairwoman: “We are determined to protect our African American Hispanic American and minority workers who have been hit so hard by…,4/23/2020 12:10,5254,0,TRUE
.@foxandfriends  We now have many Ventilators to spare. Thank you to all! https://t.co/brNmQKZ1FL,4/23/2020 12:09,8081,37802,FALSE
"RT @WhiteHouse: ""As President I am absolutely determined to deliver a great future for Americans of every race religion color and creed…",4/23/2020 12:07,14203,0,TRUE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/SB1Rg3e3v4,4/22/2020 22:09,6890,0,TRUE
I will be having a White House Press Conference today at 5:45 P.M. Thank you!,4/22/2020 20:53,15851,121936,FALSE
RT @WhiteHouse: LIVE: POTUS &amp; FLOTUS Participate in Tree Planting Ceremony https://t.co/pblucpg8dF,4/22/2020 17:48,8874,0,TRUE
RT @Nvr4Get91101: @realDonaldTrump @POTUS https://t.co/WP3pKEiBhU,4/22/2020 14:18,12692,0,TRUE
CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.,4/22/2020 14:17,26200,115862,FALSE
Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading and the Fake News loves it! https://t.co/6osAQzyIEF,4/22/2020 14:14,16565,56775,FALSE
Sleepy Joe thought this was OK. Not me! https://t.co/VgIlA4fJKF,4/22/2020 14:01,25214,88554,FALSE
I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.,4/22/2020 12:08,88953,454313,FALSE
States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is and always will be given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!,4/22/2020 11:53,45609,267524,FALSE
Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90 but looks 39 to me. She is going strong!,4/22/2020 11:03,13131,96595,FALSE
I will be signing my Executive Order prohibiting immigration into our Country today. In the meantime even without this order our Southern Border aided substantially by the 170 miles of new Border Wall &amp; 27000 Mexican soldiers is very tight - including for human trafficking!,4/22/2020 11:00,36568,175104,FALSE
“Economic impact of Covid-19.” @foxandfriends Very interesting analysis. Light at the end of the tunnel. Thank you!,4/22/2020 10:50,14475,75526,FALSE
RT @Scavino45: “Memorandum on Providing Continued Federal Support for Governors’ Use of the National Guard to Respond to COVID-19 and to Fa…,4/22/2020 10:46,6917,0,TRUE
RT @Scavino45: With Excess National Supply Exchanges Will Allow U.S. Hospitals to Continue Meeting Ventilator Demand via @WhiteHouseCEA @T…,4/22/2020 10:46,5525,0,TRUE
RT @RepLeeZeldin: Had a great meeting w/ @realDonaldTrump today @WhiteHouse to discuss the ongoing response to COVID-19. Grateful for the p…,4/22/2020 10:46,6645,0,TRUE
RT @realDonaldTrump: BRILLIANT A MUST WATCH! @RepDanCrenshaw https://t.co/W6pGsJQ2ua,4/22/2020 4:00,93384,0,TRUE
RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/4F550CRmQT,4/22/2020 3:46,16949,0,TRUE
Harvard should give back the money now. Their whole “endowment” system should be looked at! https://t.co/LcjOcsnCWT,4/22/2020 3:36,29394,117940,FALSE
"RT @thehill: President Trump: ""I want Harvard to pay the money back okay? If they won't do that then we won't do something else."" https:/…",4/22/2020 3:26,10390,0,TRUE
RT @WhiteHouse: ”The New York Metropolitan area has been the epicenter of the outbreak here in America and the Federal government has spare…,4/22/2020 2:06,7330,0,TRUE
RT @WhiteHouse: Earlier today President @realDonaldTrump met with Governor Cuomo to discuss his statewide testing strategy. https://t.co/L…,4/22/2020 2:06,5402,0,TRUE
RT @WhiteHouse: The bill passed in the Senate today will provide an additional $310 billion for the Paycheck Protection Program! https://t.…,4/22/2020 2:06,7306,0,TRUE
RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/IeIElzruLM,4/21/2020 21:46,4899,0,TRUE
Great new book just out by the Former Director of Ice Tom Homan: “Defend the Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis.” Great guy get your copy today! https://t.co/zgaQBHoSp9,4/21/2020 20:33,14955,59792,FALSE
I will be having a White House Press Conference today at 5:30 P.M. Thank you!,4/21/2020 19:59,18003,126289,FALSE
....to State/Local Governments for lost revenues from COVID 19 much needed Infrastructure Investments for Bridges Tunnels Broadband Tax Incentives for Restaurants Entertainment Sports and Payroll Tax Cuts to increase Economic Growth.,4/21/2020 16:49,13612,61589,FALSE
I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP Hospitals and Testing. After I sign this Bill we will begin discussions on the next Legislative Initiative with fiscal relief....,4/21/2020 16:49,25508,116884,FALSE
RT @SexCounseling: How apropos that the Witch is behind the Witch Hunt.,4/21/2020 14:20,11368,0,TRUE
RT @SexCounseling: @realDonaldTrump The States need to step up their own testing and take responsibility and if they can't perhaps the pol…,4/21/2020 14:19,8856,0,TRUE
We will never let the great U.S. Oil &amp; Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!,4/21/2020 13:33,32981,162890,FALSE
96% Approval Rating in the Republican Party. Thank you! This must also mean that most importantly we are doing a good (great) job in the handling of the Pandemic.,4/21/2020 11:15,35623,215711,FALSE
I’ve had great “ratings” my whole life there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football Bachelor Finale  @nytimes) but I don’t care about that. I care about going around the Fake News to the PEOPLE!,4/21/2020 10:57,30137,149421,FALSE
It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day and all night. Either I’m really good far better than the Fake News wants to admit or they don’t have nearly the power as once thought!,4/21/2020 10:40,62830,340067,FALSE
Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “nuts” as people are saying. He’s worse. Such hatred and contempt! I used to do his show all the time before the 2016 election then cut him off. Wasn’t worth the effort his mind is shot!,4/21/2020 10:19,24175,117811,FALSE
RT @realDonaldTrump: In light of the attack from the Invisible Enemy as well as the need to protect the jobs of our GREAT American Citizen…,4/21/2020 4:32,92860,0,TRUE
RT @realDonaldTrump: .@MikeGarcia2020 will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate he serv…,4/21/2020 4:31,17556,0,TRUE
RT @realDonaldTrump: ...He is Strong on Crime the Border and Second Amendment. Mike has my Complete and Total Endorsement! Turn your Ball…,4/21/2020 4:31,9234,0,TRUE
RT @realDonaldTrump: Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress…,4/21/2020 4:31,14504,0,TRUE
RT @realDonaldTrump: ....He is Strong on Crime the Border and Second Amendment. Tom has deep roots in Wisconsin is a big Tax Cutter and…,4/21/2020 4:31,9316,0,TRUE
RT @JimInhofe: Our farmers and ranchers are instrumental to Oklahoma’s economy and they’ve been hit hard by #COVID19. This funding will bri…,4/21/2020 4:20,6829,0,TRUE
RT @senatemajldr: It’s been four days since the Paycheck Protection Program ran dry. Republicans have been trying to fund this job-saving p…,4/21/2020 4:20,18674,0,TRUE
"RT @WhiteHouse: ""At a time when millions of American workers and families are struggling with the financial consequences of the virus it's…",4/21/2020 4:19,8691,0,TRUE
RT @GreggJarrett: https://t.co/whAEZype9u,4/21/2020 3:22,8503,0,TRUE
RT @GreggJarrett: Does Google have Hillary Clinton’s Bleach Bit Emails? https://t.co/Kv3a6Zfx3V,4/21/2020 3:20,12365,0,TRUE
RT @GreggJarrett: Schumer’s Pathetic Attempt to Chastise Trump Backfires https://t.co/zInB8dLRMK,4/21/2020 3:20,9624,0,TRUE
RT @GreggJarrett: Footnotes from IG Report Soon To Be Declassified; Show FBI Gave ‘False Picture’ in Briefing Materials to Congress https:/…,4/21/2020 3:19,8748,0,TRUE
RT @GreggJarrett: New Evidence Confirms That The Russia Probe Against @realDonaldTrump Was A “Witch Hunt” https://t.co/qpCn9pVDtE,4/21/2020 3:19,10615,0,TRUE
RT @GreggJarrett: Clinton-Funded Russian Disinformation Drove The Witch Hunt Against Trump https://t.co/k3IHbaWWWr,4/21/2020 3:19,13993,0,TRUE
RT @GreggJarrett: More Russia Spygate Indictments Coming ‘This Week’ https://t.co/fRg3HRjdBN,4/21/2020 3:19,9136,0,TRUE
Great Alan. They are Fake News! https://t.co/n7zUY7mzIQ,4/21/2020 3:18,16617,73213,FALSE
RT @TrumpWarRoom: General Motors's first ventilators arrived Friday at hospitals just 1 month after conversations about the possibility of…,4/21/2020 3:15,7230,0,TRUE
